customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0177,Male,0,Yes,Yes,11,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),55.9,597.07,No
CUST0178,Male,1,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.28,3575.78,No
CUST0179,Male,1,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,118.75,1333.24,Yes
CUST0180,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),100.67,3564.94,No
CUST0181,Male,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,66.16,217.18,No
CUST0182,Female,0,No,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,643.0,No
CUST0183,Male,0,No,No,6,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),76.07,568.24,No
CUST0184,Male,1,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),94.98,2546.5,No
CUST0185,Male,0,No,Yes,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.59,929.22,No
CUST0186,Female,0,No,Yes,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),106.73,7057.91,Yes
CUST0187,Male,0,Yes,No,12,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,108.09,1252.97,No
CUST0188,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,108.93,119.01,Yes
CUST0189,Female,0,No,No,0,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),57.94,0.0,No
CUST0190,Male,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.83,1615.96,No
CUST0191,Male,0,Yes,No,18,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.3,1409.61,Yes
CUST0192,Male,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,86.95,3084.17,No
CUST0193,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.53,199.76,No
CUST0194,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,93.74,1074.77,Yes
CUST0195,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,93.39,0.0,Yes
CUST0196,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),110.48,7837.62,No
CUST0197,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.14,2421.16,Yes
CUST0198,Male,0,No,No,67,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.71,1974.37,Yes
CUST0199,Male,0,No,No,7,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,76.28,593.44,Yes
CUST0200,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,109.57,2505.42,No
CUST0201,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,105.19,3116.31,Yes
CUST0202,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,100.65,1022.15,Yes
CUST0203,Male,0,Yes,Yes,47,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,72.48,3391.22,No
CUST0204,Female,0,Yes,No,72,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,112.22,8151.23,No
CUST0205,Male,1,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.59,2260.32,No
CUST0206,Female,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.22,1066.64,No
CUST0207,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,96.11,732.7,No
CUST0208,Female,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),94.4,831.83,Yes
CUST0209,Male,0,No,Yes,72,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.06,1803.88,No
CUST0210,Male,0,Yes,No,0,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.28,79.86,Yes
CUST0211,Male,0,Yes,No,31,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.18,2949.79,Yes
CUST0212,Male,0,No,No,30,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,94.49,2927.04,No
CUST0213,Male,0,Yes,No,24,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.18,755.49,Yes
CUST0214,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.22,2422.05,No
CUST0215,Male,1,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),118.75,1238.85,Yes
CUST0216,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,100.58,1186.2,No
CUST0217,Male,1,No,No,2,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),73.44,123.49,Yes
CUST0218,Female,0,No,No,14,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.07,1111.89,Yes
CUST0219,Male,0,Yes,Yes,7,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.13,573.13,No
CUST0220,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,96.98,1024.84,Yes
CUST0221,Male,0,Yes,No,44,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,70.85,3097.07,No
CUST0222,Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.9,2044.31,No
CUST0223,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,97.68,518.95,Yes
CUST0224,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),101.55,1172.2,No
CUST0225,Female,1,Yes,No,65,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,64.32,4253.57,No
CUST0226,Male,0,Yes,Yes,1,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,49.19,84.12,Yes
CUST0227,Female,0,No,Yes,2,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),79.61,132.1,No
CUST0228,Male,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,43.53,273.51,Yes
CUST0229,Male,0,No,No,22,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.28,694.74,Yes
CUST0230,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),91.35,318.9,Yes
CUST0231,Female,0,No,No,72,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.12,6182.3,No
CUST0232,Female,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.17,163.73,No
CUST0233,Female,0,Yes,No,17,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,69.92,1170.5,No
CUST0234,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,69.99,558.74,No
CUST0235,Female,1,No,No,15,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,81.01,1249.14,Yes
CUST0236,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,43.13,1316.48,No
CUST0237,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),79.16,2665.01,No
CUST0238,Male,0,Yes,No,35,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,86.47,3075.14,No
CUST0239,Female,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.15,544.52,Yes
CUST0240,Female,0,No,No,58,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,72.35,4430.56,No
CUST0241,Male,0,No,Yes,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),65.48,2764.83,No
CUST0242,Female,0,No,Yes,35,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),90.46,3061.65,No
CUST0243,Male,0,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,103.04,No
CUST0244,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,93.91,186.57,No
CUST0245,Female,1,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.83,111.9,Yes
CUST0246,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,3290.36,No
CUST0247,Male,0,Yes,Yes,13,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,76.89,1122.46,No
CUST0248,Male,1,No,No,12,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.4,490.48,No
CUST0249,Male,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,112.7,5985.56,Yes
CUST0250,Female,0,No,No,56,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.06,4581.69,No
CUST0251,Male,1,Yes,No,59,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.59,5867.42,Yes
CUST0252,Female,0,Yes,Yes,9,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.4,796.43,Yes
CUST0253,Male,0,Yes,No,29,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.83,2435.01,Yes
CUST0254,Male,0,No,No,7,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),75.78,563.88,No
CUST0255,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),100.63,465.17,Yes
CUST0256,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.8,199.53,Yes
CUST0257,Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,88.84,974.4,Yes
CUST0258,Female,1,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.03,444.34,Yes
CUST0259,Male,0,No,Yes,44,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.17,2563.83,No
CUST0260,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,72.63,199.76,Yes
CUST0261,Female,0,No,Yes,33,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,64.09,2209.81,Yes
CUST0262,Male,0,Yes,No,18,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,61.71,972.42,No
CUST0263,Male,0,Yes,No,8,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,80.46,434.38,No
CUST0264,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.68,641.63,Yes
CUST0265,Female,0,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,197.14,No
CUST0266,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.45,906.66,No
CUST0267,Female,1,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),78.79,995.43,No
CUST0268,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.85,217.17,No
CUST0269,Male,0,Yes,No,3,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.11,282.85,No
CUST0270,Female,0,Yes,Yes,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,67.85,1130.79,Yes
CUST0271,Female,1,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.4,1905.63,No
CUST0272,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,118.75,1203.37,Yes
CUST0273,Female,0,No,No,33,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.22,2442.69,No
CUST0274,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),93.01,2380.37,No
CUST0275,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),90.39,5854.4,No
CUST0276,Male,0,No,Yes,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.92,4613.96,Yes
CUST0277,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),96.28,1951.86,No
CUST0278,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.69,674.54,No
CUST0279,Female,0,No,Yes,57,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),77.0,4516.56,No
CUST0280,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,103.54,1104.07,No
CUST0281,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),99.58,836.57,Yes
CUST0282,Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,97.74,0.0,Yes
CUST0283,Male,0,No,No,43,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.63,3568.12,No
CUST0284,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.2,3894.74,No
CUST0285,Male,1,No,Yes,2,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.38,113.76,Yes
CUST0286,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,42.83,864.81,No
CUST0287,Male,0,No,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.34,292.41,No
CUST0288,Male,0,Yes,No,3,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.59,242.38,No
CUST0289,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),97.49,7260.35,No
CUST0290,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.79,259.04,No
CUST0291,Male,0,No,No,1,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.34,0.0,No
CUST0292,Male,0,Yes,No,22,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,87.28,2067.72,No
CUST0293,Female,0,No,Yes,33,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.13,2466.59,No
CUST0294,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,75.69,0.0,Yes
CUST0295,Female,1,Yes,No,26,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,57.33,1420.87,No
CUST0296,Female,1,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.58,560.4,No
CUST0297,Male,0,Yes,No,2,Yes,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),51.82,75.63,No
CUST0298,Male,0,Yes,No,4,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,82.47,243.48,No
CUST0299,Female,1,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,93.2,1865.35,No
CUST0300,Male,0,No,No,8,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,77.06,619.18,No
CUST0301,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.54,7151.12,Yes
CUST0302,Male,0,Yes,No,42,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,68.23,2828.62,No
CUST0303,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.46,6057.97,No
CUST0304,Female,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,98.41,769.87,Yes
CUST0305,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.45,2969.48,Yes
CUST0306,Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,111.67,1645.78,No
CUST0307,Female,1,Yes,Yes,10,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),92.02,978.78,Yes
CUST0308,Female,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),74.29,131.45,No
CUST0309,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,80.72,219.5,Yes
CUST0310,Female,1,No,Yes,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,111.28,3115.15,Yes
CUST0311,Male,0,No,No,15,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.87,790.75,Yes
CUST0312,Female,0,Yes,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.86,757.46,Yes
CUST0313,Male,1,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.09,896.33,No
CUST0314,Male,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,117.83,543.27,Yes
CUST0315,Female,0,No,No,21,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.57,1293.7,No
CUST0316,Male,0,Yes,No,11,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),38.21,433.78,No
CUST0317,Male,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.39,1303.25,No
CUST0318,Male,0,No,Yes,42,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.28,1405.03,No
CUST0319,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.18,1403.43,No
CUST0320,Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.86,941.44,Yes
CUST0321,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),81.22,870.87,Yes
CUST0322,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.44,1168.93,No
CUST0323,Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.92,270.26,No
CUST0324,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,70.02,256.57,Yes
CUST0325,Female,1,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.33,201.22,Yes
CUST0326,Male,0,Yes,No,15,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.04,1020.85,Yes
CUST0327,Male,0,No,Yes,16,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,77.0,1179.8,Yes
CUST0328,Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,106.1,4680.86,Yes
CUST0329,Female,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,107.56,764.97,No
CUST0330,Male,0,No,No,11,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.74,363.52,No
CUST0331,Male,0,No,No,41,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.38,2839.87,No
CUST0332,Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,97.2,4228.77,No
CUST0333,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.12,378.46,No
CUST0334,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.66,338.29,No
CUST0335,Female,0,No,No,9,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,76.81,666.73,No
CUST0336,Male,1,Yes,No,67,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),79.93,5286.61,No
CUST0337,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,92.09,93.73,Yes
CUST0338,Female,0,No,No,67,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.18,,No
CUST0339,Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.12,689.87,No
CUST0340,Male,0,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,448.09,No
CUST0341,Female,0,Yes,No,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.33,88.17,No
CUST0342,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.55,1408.41,Yes
CUST0343,Female,1,No,No,13,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.69,1097.3,No
CUST0344,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.78,73.61,Yes
CUST0345,Male,0,Yes,No,26,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.33,2378.43,No
CUST0346,Male,0,Yes,No,72,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),67.39,4856.41,No
CUST0347,Female,1,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.26,1555.48,No
CUST0348,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,107.46,3266.43,Yes
CUST0349,Male,0,No,No,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.96,0.0,Yes
CUST0350,Female,0,Yes,No,13,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,64.13,881.37,Yes
CUST0351,Male,0,No,Yes,3,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.77,93.06,No
CUST0352,Male,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.87,516.02,No
CUST0353,Female,1,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.67,1627.05,No
